ClipId,EpId,rel_path,duration_samples,duration_seconds,match_strategy,label_block,label_prolong,label_soundrep,label_wordrep,label_interjection,label_no_stutter
106,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_21_106.wav,48000.0,3.0,suffix_underscore,1,0,1,3,0,0
107,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_43_107.wav,48000.0,3.0,suffix_underscore,1,0,2,2,1,0
109,22,data/SEP28K/clips/stuttering-clips/clips/HVSA_0_109.wav,48000.0,3.0,suffix_underscore,0,0,2,0,0,1
110,22,data/SEP28K/clips/stuttering-clips/clips/HeStutters_2_110.wav,48000.0,3.0,suffix_underscore,2,1,0,1,3,0
114,22,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_21_114.wav,48000.0,3.0,suffix_underscore,0,1,3,0,3,0
115,22,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_046_115.wav,48000.0,3.0,suffix_underscore,0,0,2,0,0,1
116,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_39_116.wav,48000.0,3.0,suffix_underscore,1,0,3,0,0,0
117,22,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_32_117.wav,48000.0,3.0,suffix_underscore,1,0,2,3,0,0
119,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_21_119.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
120,22,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_098_120.wav,48000.0,3.0,suffix_underscore,1,0,0,0,1,2
121,22,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_046_121.wav,48000.0,3.0,suffix_underscore,2,2,1,2,1,0
123,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_39_123.wav,48000.0,3.0,suffix_underscore,1,0,0,3,0,0
124,22,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_097_124.wav,48000.0,3.0,suffix_underscore,1,2,0,3,2,0
125,22,data/SEP28K/clips/stuttering-clips/clips/IStutterSoWhat_3_125.wav,48000.0,3.0,suffix_underscore,0,3,0,0,3,0
126,22,data/SEP28K/clips/stuttering-clips/clips/HeStutters_16_126.wav,48000.0,3.0,suffix_underscore,2,0,2,2,0,0
127,22,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_178_127.wav,48000.0,3.0,suffix_underscore,0,0,2,3,1,0
128,22,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_128.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
129,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_88_129.wav,48000.0,3.0,suffix_underscore,2,0,0,0,2,1
130,22,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_130.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
131,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_88_131.wav,48000.0,3.0,suffix_underscore,1,0,1,0,0,2
132,22,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_30_132.wav,48000.0,3.0,suffix_underscore,1,1,3,0,0,0
133,22,data/SEP28K/clips/stuttering-clips/clips/HVSA_3_133.wav,48000.0,3.0,suffix_underscore,1,0,0,0,2,2
134,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_72_134.wav,48000.0,3.0,suffix_underscore,0,1,1,1,2,0
135,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_64_135.wav,48000.0,3.0,suffix_underscore,1,1,1,2,3,0
140,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_81_140.wav,48000.0,3.0,suffix_underscore,1,0,2,1,3,0
144,22,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_144.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
146,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_37_146.wav,48000.0,3.0,suffix_underscore,0,1,0,0,3,2
148,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_6_148.wav,48000.0,3.0,suffix_underscore,0,2,0,0,2,1
149,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_25_149.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
150,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_37_150.wav,48000.0,3.0,suffix_underscore,0,0,0,3,0,0
151,22,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_151.wav,48000.0,3.0,suffix_underscore,1,0,1,0,2,1
152,22,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_32_152.wav,48000.0,3.0,suffix_underscore,1,1,1,0,2,0
153,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_25_153.wav,48000.0,3.0,suffix_underscore,2,0,0,3,0,0
154,22,data/SEP28K/clips/stuttering-clips/clips/HVSA_1_154.wav,48000.0,3.0,suffix_underscore,0,1,1,0,0,1
155,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_14_155.wav,48000.0,3.0,suffix_underscore,2,0,0,3,0,0
156,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_81_156.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
159,22,data/SEP28K/clips/stuttering-clips/clips/IStutterSoWhat_2_159.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
162,22,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_024_162.wav,48000.0,3.0,suffix_underscore,0,0,1,0,0,2
164,22,data/SEP28K/clips/stuttering-clips/clips/HeStutters_21_164.wav,48000.0,3.0,suffix_underscore,0,2,0,1,2,0
166,22,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_099_166.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
167,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_87_167.wav,48000.0,3.0,suffix_underscore,0,0,0,1,3,2
170,22,data/SEP28K/clips/stuttering-clips/clips/HeStutters_12_170.wav,48000.0,3.0,suffix_underscore,0,0,1,2,0,1
171,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_88_171.wav,48000.0,3.0,suffix_underscore,0,0,1,3,0,0
172,22,data/SEP28K/clips/stuttering-clips/clips/HVSA_3_172.wav,48000.0,3.0,suffix_underscore,0,1,0,0,3,2
173,22,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_985_173.wav,48000.0,3.0,suffix_underscore,1,0,0,2,1,0
174,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_81_174.wav,48000.0,3.0,suffix_underscore,0,0,1,1,0,1
175,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_6_175.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
177,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_0_177.wav,48000.0,3.0,suffix_underscore,0,0,0,0,2,3
180,22,data/SEP28K/clips/stuttering-clips/clips/HVSA_3_180.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
181,22,data/SEP28K/clips/stuttering-clips/clips/HeStutters_22_181.wav,48000.0,3.0,suffix_underscore,2,0,1,1,1,0
182,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_96_182.wav,48000.0,3.0,suffix_underscore,1,1,0,0,2,1
183,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_30_183.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
184,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_8_184.wav,48000.0,3.0,suffix_underscore,2,2,0,0,0,0
185,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_33_185.wav,48000.0,3.0,suffix_underscore,0,0,2,0,1,2
186,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_14_186.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
187,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_64_187.wav,48000.0,3.0,suffix_underscore,3,0,1,3,2,0
188,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_1_188.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
190,22,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_23_190.wav,48000.0,3.0,suffix_underscore,0,1,0,3,1,0
191,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_87_191.wav,48000.0,3.0,suffix_underscore,1,0,2,0,0,1
192,22,data/SEP28K/clips/stuttering-clips/clips/HeStutters_2_192.wav,48000.0,3.0,suffix_underscore,1,0,1,2,1,0
194,22,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_6_194.wav,48000.0,3.0,suffix_underscore,1,0,1,0,0,2
195,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_6_195.wav,48000.0,3.0,suffix_underscore,2,2,0,0,0,0
197,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_62_197.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
199,22,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_23_199.wav,48000.0,3.0,suffix_underscore,0,0,0,0,2,3
200,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_34_200.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
201,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_57_201.wav,48000.0,3.0,suffix_underscore,0,1,1,0,3,2
202,22,data/SEP28K/clips/stuttering-clips/clips/HVSA_3_202.wav,48000.0,3.0,suffix_underscore,1,1,2,0,0,0
204,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_99_204.wav,48000.0,3.0,suffix_underscore,2,0,0,0,2,1
205,22,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_101_205.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
206,22,data/SEP28K/clips/stuttering-clips/clips/HeStutters_12_206.wav,48000.0,3.0,suffix_underscore,0,0,0,3,0,0
0,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_0.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
1,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_5_1.wav,48000.0,3.0,suffix_underscore,1,0,0,0,1,2
2,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_31_2.wav,48000.0,3.0,suffix_underscore,1,0,3,0,0,0
3,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_3.wav,48000.0,3.0,suffix_underscore,1,0,1,0,2,2
4,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_80_4.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
5,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_13_5.wav,48000.0,3.0,suffix_underscore,0,1,0,0,2,2
7,23,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_32_7.wav,48000.0,3.0,suffix_underscore,0,0,0,3,3,0
8,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_71_8.wav,48000.0,3.0,suffix_underscore,0,0,0,2,0,2
9,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_64_9.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
10,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_59_10.wav,48000.0,3.0,suffix_underscore,1,0,3,0,0,0
12,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_12.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
13,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_1_13.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
14,23,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_81_14.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
15,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_39_15.wav,48000.0,3.0,suffix_underscore,2,1,0,0,3,1
17,23,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_15_17.wav,48000.0,3.0,suffix_underscore,0,0,0,0,2,3
19,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_099_19.wav,48000.0,3.0,suffix_underscore,1,0,0,0,2,2
22,23,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_39_22.wav,48000.0,3.0,suffix_underscore,0,0,2,3,2,0
25,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_34_25.wav,48000.0,3.0,suffix_underscore,1,0,0,3,1,0
27,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_55_27.wav,48000.0,3.0,suffix_underscore,0,0,2,0,0,1
29,23,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_0_29.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
30,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_45_30.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
32,23,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_29_32.wav,48000.0,3.0,suffix_underscore,0,1,0,0,3,2
33,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_28_33.wav,48000.0,3.0,suffix_underscore,0,3,3,0,2,0
37,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_29_37.wav,48000.0,3.0,suffix_underscore,0,0,0,3,1,0
38,23,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_15_38.wav,48000.0,3.0,suffix_underscore,1,0,0,3,0,0
39,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_76_39.wav,48000.0,3.0,suffix_underscore,2,0,1,1,0,0
40,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_23_40.wav,48000.0,3.0,suffix_underscore,1,0,3,0,0,0
41,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_218_41.wav,48000.0,3.0,suffix_underscore,1,1,3,1,1,0
46,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_32_46.wav,48000.0,3.0,suffix_underscore,1,1,1,1,1,0
49,23,data/SEP28K/clips/stuttering-clips/clips/HVSA_0_49.wav,48000.0,3.0,suffix_underscore,1,2,0,0,0,1
50,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_118_50.wav,48000.0,3.0,suffix_underscore,0,1,3,0,0,0
53,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_016_53.wav,48000.0,3.0,suffix_underscore,1,1,2,0,1,1
54,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_121_54.wav,48000.0,3.0,suffix_underscore,0,0,2,1,1,0
57,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_64_57.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
58,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_42_58.wav,48000.0,3.0,suffix_underscore,2,0,0,3,0,0
59,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_59.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
60,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_178_60.wav,48000.0,3.0,suffix_underscore,2,0,1,0,0,0
61,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_099_61.wav,48000.0,3.0,suffix_underscore,0,1,0,0,3,2
65,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_0_65.wav,48000.0,3.0,suffix_underscore,1,1,2,0,0,1
66,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_016_66.wav,48000.0,3.0,suffix_underscore,1,0,3,0,0,0
71,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_74_71.wav,48000.0,3.0,suffix_underscore,0,0,1,0,0,2
72,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_6_72.wav,48000.0,3.0,suffix_underscore,1,0,2,0,0,0
73,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_62_73.wav,48000.0,3.0,suffix_underscore,1,0,2,0,2,0
74,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_2_74.wav,48000.0,3.0,suffix_underscore,0,0,1,2,0,1
75,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_42_75.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
78,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_72_78.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
79,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_010_79.wav,48000.0,3.0,suffix_underscore,0,0,0,3,2,0
80,23,data/SEP28K/clips/stuttering-clips/clips/IStutterSoWhat_0_80.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
81,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_10_81.wav,48000.0,3.0,suffix_underscore,1,0,0,0,2,2
82,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_87_82.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
83,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_23_83.wav,48000.0,3.0,suffix_underscore,0,0,2,0,1,1
85,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_12_85.wav,48000.0,3.0,suffix_underscore,0,0,0,1,3,2
86,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_16_86.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
87,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_30_87.wav,48000.0,3.0,suffix_underscore,2,0,1,0,0,1
88,23,data/SEP28K/clips/stuttering-clips/clips/IStutterSoWhat_3_88.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
90,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_103_90.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
94,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_5_94.wav,48000.0,3.0,suffix_underscore,0,0,3,0,1,0
97,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_121_97.wav,48000.0,3.0,suffix_underscore,0,0,3,0,2,0
98,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_20_98.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
99,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_087_99.wav,48000.0,3.0,suffix_underscore,1,1,1,3,3,0
100,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_97_100.wav,48000.0,3.0,suffix_underscore,0,1,3,0,3,0
101,23,data/SEP28K/clips/stuttering-clips/clips/HVSA_3_101.wav,48000.0,3.0,suffix_underscore,0,1,0,0,2,2
102,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_35_102.wav,48000.0,3.0,suffix_underscore,0,1,0,2,0,1
103,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_81_103.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
105,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_14_105.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
107,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_43_107.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
109,23,data/SEP28K/clips/stuttering-clips/clips/HVSA_0_109.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
112,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_230_112.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
113,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_74_113.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
114,23,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_21_114.wav,48000.0,3.0,suffix_underscore,0,0,3,1,0,0
115,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_046_115.wav,48000.0,3.0,suffix_underscore,0,0,2,2,1,0
116,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_39_116.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
117,23,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_32_117.wav,48000.0,3.0,suffix_underscore,0,1,0,3,0,0
118,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_118.wav,48000.0,3.0,suffix_underscore,1,1,0,0,1,1
119,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_21_119.wav,48000.0,3.0,suffix_underscore,3,0,1,0,0,0
121,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_046_121.wav,48000.0,3.0,suffix_underscore,2,0,0,0,0,1
122,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_5_122.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
123,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_39_123.wav,48000.0,3.0,suffix_underscore,0,1,0,0,1,2
124,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_097_124.wav,48000.0,3.0,suffix_underscore,0,0,3,3,0,0
125,23,data/SEP28K/clips/stuttering-clips/clips/IStutterSoWhat_3_125.wav,48000.0,3.0,suffix_underscore,3,0,3,0,3,0
126,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_16_126.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
127,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_178_127.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
128,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_128.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
129,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_88_129.wav,48000.0,3.0,suffix_underscore,1,1,3,0,0,0
130,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_130.wav,48000.0,3.0,suffix_underscore,0,0,3,1,0,0
133,23,data/SEP28K/clips/stuttering-clips/clips/HVSA_3_133.wav,48000.0,3.0,suffix_underscore,0,0,3,1,0,0
134,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_72_134.wav,48000.0,3.0,suffix_underscore,1,1,0,0,3,1
137,23,data/SEP28K/clips/stuttering-clips/clips/HVSA_1_137.wav,48000.0,3.0,suffix_underscore,1,1,3,0,0,0
139,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_6_139.wav,48000.0,3.0,suffix_underscore,1,1,1,1,3,0
140,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_81_140.wav,48000.0,3.0,suffix_underscore,0,0,2,0,0,1
141,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_7_141.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
142,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_34_142.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
143,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_35_143.wav,48000.0,3.0,suffix_underscore,3,1,0,0,2,0
144,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_144.wav,48000.0,3.0,suffix_underscore,1,2,1,1,3,0
151,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_151.wav,48000.0,3.0,suffix_underscore,0,3,0,0,3,0
152,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_32_152.wav,48000.0,3.0,suffix_underscore,1,0,0,0,3,2
153,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_25_153.wav,48000.0,3.0,suffix_underscore,1,2,0,0,3,3
154,23,data/SEP28K/clips/stuttering-clips/clips/HVSA_1_154.wav,48000.0,3.0,suffix_underscore,1,0,1,3,3,0
155,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_14_155.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
156,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_81_156.wav,48000.0,3.0,suffix_underscore,0,1,0,0,3,2
157,23,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_23_157.wav,48000.0,3.0,suffix_underscore,1,0,0,0,3,3
158,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_99_158.wav,48000.0,3.0,suffix_underscore,1,1,1,1,1,0
159,23,data/SEP28K/clips/stuttering-clips/clips/IStutterSoWhat_2_159.wav,48000.0,3.0,suffix_underscore,0,1,0,3,2,0
160,23,data/SEP28K/clips/stuttering-clips/clips/IStutterSoWhat_2_160.wav,48000.0,3.0,suffix_underscore,0,0,0,0,2,3
161,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_14_161.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
162,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_024_162.wav,48000.0,3.0,suffix_underscore,2,0,2,0,1,0
163,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_64_163.wav,48000.0,3.0,suffix_underscore,0,0,1,2,3,0
165,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_33_165.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
167,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_87_167.wav,48000.0,3.0,suffix_underscore,1,0,3,1,0,0
168,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_168.wav,48000.0,3.0,suffix_underscore,1,0,0,3,0,0
169,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_6_169.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
170,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_12_170.wav,48000.0,3.0,suffix_underscore,1,1,0,0,2,2
172,23,data/SEP28K/clips/stuttering-clips/clips/HVSA_3_172.wav,48000.0,3.0,suffix_underscore,0,0,0,3,3,0
173,23,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_985_173.wav,48000.0,3.0,suffix_underscore,0,0,0,0,2,3
176,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_11_176.wav,48000.0,3.0,suffix_underscore,2,2,0,0,1,0
177,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_0_177.wav,48000.0,3.0,suffix_underscore,0,0,0,0,2,3
178,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_21_178.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
179,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_64_179.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
180,23,data/SEP28K/clips/stuttering-clips/clips/HVSA_3_180.wav,48000.0,3.0,suffix_underscore,0,0,3,0,1,0
185,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_33_185.wav,48000.0,3.0,suffix_underscore,2,0,2,0,0,0
186,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_14_186.wav,48000.0,3.0,suffix_underscore,2,0,1,0,0,1
187,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_64_187.wav,48000.0,3.0,suffix_underscore,1,0,0,3,0,0
188,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_1_188.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
189,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_14_189.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
191,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_87_191.wav,48000.0,3.0,suffix_underscore,0,1,0,0,3,2
192,23,data/SEP28K/clips/stuttering-clips/clips/HeStutters_2_192.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,3
194,23,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_6_194.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
195,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_6_195.wav,48000.0,3.0,suffix_underscore,1,0,2,3,0,0
197,23,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_62_197.wav,48000.0,3.0,suffix_underscore,0,0,3,0,2,0
